,ID 1608,ID 1608,ID 1608,ID 1608,ID 1608,ID 1608,ID 1608,ID 2055,ID 2055,ID 2055,ID 2055,ID 2055,ID 2055,ID 2055,ID 1862,ID 1862,ID 1862,ID 1862,ID 1862,ID 1862,ID 1862,ID 2080,ID 2080,ID 2080,ID 2080,ID 2080,ID 2080,ID 2080,ID 2125,ID 2125,ID 2125,ID 2125,ID 2125,ID 2125,ID 2125,ID 1556,ID 1556,ID 1556,ID 1556,ID 1556,ID 1556,ID 1556,ID 1973,ID 1973,ID 1973,ID 1973,ID 1973,ID 1973,ID 1973
,SEGURA,SEGURA,SEGURA,SEGURA,SEGURA,SEGURA,SEGURA,SENN,SENN,SENN,SENN,SENN,SENN,SENN,MANGIONE,MANGIONE,MANGIONE,MANGIONE,MANGIONE,MANGIONE,MANGIONE,LILJA,LILJA,LILJA,LILJA,LILJA,LILJA,LILJA,SHOSTAK,SHOSTAK,SHOSTAK,SHOSTAK,SHOSTAK,SHOSTAK,SHOSTAK,MANUEL,MANUEL,MANUEL,MANUEL,MANUEL,MANUEL,MANUEL,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC,SWIETY-ERSETIC
Time,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail,X,Y,Speed,Accel,Distance,PathDist,ToRail
00:02.982,54.592,16.213,4.810,-0.313,14.683,14.790,27.11,61.207,22.176,5.625,0.005,16.998,16.998,27.74,64.941,26.588,5.370,-0.097,16.227,16.250,27.43,68.201,31.952,5.395,-0.090,16.320,16.281,26.00,70.859,37.136,5.335,-0.111,15.896,15.932,24.31,72.797,42.477,5.164,-0.180,15.462,15.558,21.98,74.117,48.034,5.075,-0.208,14.476,15.315,19.01
00:03.081,55.203,16.835,4.933,-0.218,16.462,15.663,27.14,61.682,22.878,5.792,0.108,18.701,17.831,27.60,65.307,27.375,5.520,0.001,17.931,17.118,27.12,68.417,32.739,5.540,0.005,17.894,17.103,25.63,70.987,37.947,5.476,-0.016,17.514,16.753,23.85,72.827,43.259,5.289,-0.090,17.046,16.339,21.44,74.073,48.863,5.199,-0.118,16.051,16.139,18.44
00:03.181,55.843,17.448,5.064,-0.137,16.462,16.530,27.13,62.097,23.594,5.899,0.163,20.375,18.658,27.44,65.655,28.168,5.629,0.062,17.931,17.979,26.82,68.629,33.505,5.637,0.059,17.894,17.898,25.23,71.118,38.829,5.576,0.041,17.514,17.645,23.36,72.88,44.05,5.387,-0.031,17.046,17.132,20.91,73.995,49.683,5.306,-0.053,17.704,16.962,17.83
00:03.281,56.424,18.14,5.234,-0.043,16.462,17.433,27.15,62.577,24.429,6.043,0.229,20.375,19.621,27.23,65.979,28.975,5.783,0.138,17.931,18.847,26.51,68.847,34.328,5.775,0.126,17.894,18.750,24.84,71.208,39.653,5.717,0.113,17.514,18.474,22.83,72.881,44.917,5.519,0.039,17.046,17.994,20.39,73.926,50.475,5.454,0.027,17.704,17.745,17.19
00:03.381,56.987,18.746,5.404,0.051,18.249,18.260,27.07,63.006,25.235,6.187,0.294,20.375,20.518,26.97,66.299,29.825,5.937,0.213,19.666,19.752,26.17,69.093,35.169,5.913,0.194,19.540,19.630,24.41,71.31,40.556,5.858,0.184,19.234,19.384,22.31,72.953,45.689,5.651,0.109,18.704,18.765,19.77,73.857,51.313,5.602,0.107,17.704,18.584,16.58
00:03.481,57.544,19.385,5.575,0.146,19.923,19.092,27.04,63.412,26.044,6.330,0.360,22.250,21.425,26.71,66.575,30.634,6.090,0.289,21.428,20.607,25.79,69.345,36.051,6.051,0.262,21.333,20.545,23.99,71.402,41.399,5.999,0.255,20.990,20.231,21.75,72.932,46.531,5.783,0.180,20.318,19.598,19.28,73.731,52.154,5.750,0.187,19.347,19.434,15.94
00:03.581,58.114,20.032,5.745,0.240,19.923,19.954,26.98,63.809,26.833,6.474,0.425,22.250,22.297,26.42,66.86,31.507,6.244,0.364,21.428,21.525,25.41,69.429,36.796,6.189,0.330,21.333,21.291,23.54,71.475,42.266,6.140,0.326,20.990,21.102,21.22,72.903,47.353,5.915,0.250,20.318,20.419,18.67,73.565,52.971,5.898,0.266,19.347,20.254,15.26
00:03.681,58.595,20.65,5.885,0.295,19.923,20.720,26.93,64.151,27.609,6.591,0.460,24.038,23.144,26.15,67.103,32.336,6.365,0.404,21.428,22.387,25.00,69.558,37.622,6.308,0.371,21.333,22.133,23.08,71.522,43.124,6.259,0.368,20.990,21.961,20.65,72.881,48.12,6.021,0.290,20.318,21.185,18.07,73.434,53.775,6.017,0.312,21.022,21.068,14.56
00:03.781,59.111,21.33,6.025,0.351,21.567,21.574,26.83,64.508,28.408,6.707,0.496,24.038,24.019,25.84,67.354,33.202,6.485,0.444,23.210,23.288,24.58,69.705,38.519,6.428,0.412,22.918,23.042,22.58,71.57,44.013,6.377,0.410,22.719,22.850,20.08,72.821,48.894,6.127,0.330,21.915,21.952,17.51,73.266,54.64,6.136,0.357,21.022,21.949,13.90
00:03.881,59.61,22.006,6.165,0.407,21.567,22.415,26.72,64.857,29.258,6.824,0.531,25.761,24.929,25.53,67.625,34.146,6.606,0.484,23.210,24.273,24.15,69.845,39.452,6.547,0.454,22.918,23.992,22.05,71.592,44.909,6.496,0.452,22.719,23.746,19.49,72.749,49.74,6.233,0.369,21.915,22.799,16.92,73.063,55.5,6.255,0.402,22.717,22.819,13.17
00:03.981,60.098,22.733,6.305,0.462,23.260,23.273,26.59,65.189,30.096,6.940,0.566,27.581,25.832,25.17,67.841,35.007,6.726,0.524,25.093,25.161,23.67,69.959,40.384,6.666,0.495,24.770,24.930,21.49,71.576,45.77,6.615,0.495,24.505,24.607,18.87,72.674,50.475,6.339,0.409,23.532,23.539,16.27,72.855,56.351,6.374,0.448,24.476,23.695,12.42
00:04.081,60.64,23.497,6.445,0.518,23.260,24.208,26.42,65.521,31.017,7.057,0.602,27.581,26.803,24.81,68.021,35.862,6.847,0.564,25.093,26.036,23.22,70.041,41.324,6.785,0.536,24.770,25.881,20.91,71.554,46.606,6.733,0.537,24.505,25.443,18.25,72.573,51.273,6.445,0.449,23.532,24.330,15.70,72.631,57.133,6.493,0.493,24.476,24.507,11.67
00:04.181,61.133,24.228,6.616,0.576,25.072,25.074,26.26,65.856,31.887,7.194,0.635,27.581,27.736,24.40,68.196,36.712,6.992,0.604,26.854,26.905,22.74,70.121,42.273,6.925,0.576,26.652,26.834,20.31,71.544,47.494,6.822,0.553,26.202,26.329,17.64,72.45,52.093,6.525,0.466,25.075,25.159,15.06,72.377,57.983,6.589,0.515,24.476,25.382,10.96
00:04.281,61.588,24.929,6.725,0.603,25.072,25.909,26.10,66.123,32.721,7.284,0.648,29.492,28.603,24.02,68.332,37.546,7.085,0.621,26.854,27.749,22.26,70.155,43.103,7.022,0.596,26.652,27.664,19.69,71.467,48.315,6.911,0.570,26.202,27.153,17.01,72.315,52.843,6.606,0.483,25.075,25.922,14.39,72.164,58.782,6.685,0.538,26.176,26.209,10.18
00:04.381,62.037,25.805,6.834,0.629,26.789,26.873,25.92,66.355,33.556,7.373,0.661,31.233,29.470,23.62,68.43,38.329,7.179,0.638,28.566,28.544,21.77,70.132,43.942,7.119,0.616,28.434,28.512,19.13,71.395,49.134,7.000,0.586,27.913,27.975,16.37,72.083,53.774,6.687,0.500,26.666,26.868,13.77,71.934,59.573,6.781,0.560,27.818,27.020,9.46
00:04.482,62.442,26.617,6.943,0.655,28.680,27.780,25.62,66.558,34.421,7.462,0.674,31.233,30.358,23.19,68.557,39.187,7.273,0.654,30.222,29.410,21.28,70.147,44.766,7.216,0.636,30.097,29.336,18.52,71.311,50.013,7.089,0.603,29.618,28.856,15.74,71.938,54.559,6.768,0.518,28.422,27.666,12.95,71.661,60.362,6.877,0.583,27.818,27.855,8.74
00:04.581,62.799,27.409,7.052,0.681,28.680,28.648,25.33,66.774,35.291,7.552,0.687,31.233,31.251,22.72,68.657,40.061,7.367,0.671,30.222,30.297,20.77,70.182,45.659,7.313,0.656,30.097,30.236,17.95,71.268,50.784,7.178,0.620,29.618,29.626,15.06,71.746,55.418,6.849,0.535,28.422,28.537,12.29,71.383,61.161,6.973,0.605,27.818,28.700,7.99
00:04.681,63.201,28.252,7.161,0.708,28.680,29.569,25.02,66.983,36.176,7.641,0.700,33.017,32.161,22.26,68.746,41.021,7.461,0.688,30.222,31.261,20.22,70.227,46.529,7.410,0.676,30.097,31.103,17.34,71.164,51.622,7.267,0.636,29.618,30.465,14.48,71.533,56.191,6.929,0.552,28.422,29.339,11.55,71.067,61.968,7.069,0.627,29.507,29.553,7.23
00:04.781,63.559,29.093,7.251,0.718,30.482,30.482,24.71,67.159,37.059,7.711,0.700,34.826,33.058,21.78,68.815,41.914,7.530,0.688,32.065,32.157,19.60,70.2,47.395,7.476,0.675,31.861,31.970,16.76,70.99,52.49,7.332,0.637,31.233,31.351,13.82,71.337,56.992,6.988,0.554,30.103,30.162,10.85,70.748,62.755,7.147,0.635,31.222,30.403,6.43
00:04.881,63.906,29.908,7.341,0.728,32.281,31.355,24.37,67.361,37.893,7.781,0.700,34.826,33.915,21.28,68.836,42.73,7.598,0.688,33.776,32.981,19.02,70.149,48.264,7.541,0.675,33.597,32.845,16.13,70.847,53.346,7.398,0.638,32.985,32.220,13.08,71.133,57.725,7.047,0.556,31.688,30.913,10.14,70.449,63.581,7.225,0.643,31.222,31.281,5.65
